step,loss,val_loss,val_ppl,lr,grad_norm,tok_per_sec,gpu_temp,vram_mb,elapsed_s,loss_scale,overflow,fwd_ms,bwd_ms,optim_ms,vram_real_mb
1520,4.330688,,,7.730510e-05,0.7685,2459.3,60.0,1138.9,5103.5,65536.0,0,1175.43,2127.35,17.60,2280.0
1530,4.280473,,,7.475822e-05,0.7017,2457.5,61.0,1138.9,5136.9,65536.0,0,1176.77,2127.51,17.73,2280.0
1540,4.352262,,,7.224653e-05,0.7376,2456.4,60.0,1138.9,5170.3,65536.0,0,1177.48,2128.83,17.73,2280.0
1550,4.361142,,,6.977115e-05,0.7507,2459.8,60.0,1138.9,5203.7,65536.0,0,1174.12,2126.73,17.72,2280.0
1560,4.336916,,,6.733312e-05,0.7544,2457.9,60.0,1138.9,5237.1,65536.0,0,1175.39,2129.80,17.68,2280.0
1570,4.274768,,,6.493357e-05,0.7731,2459.5,60.0,1138.9,5270.5,65536.0,0,1175.49,2127.48,17.64,2280.0
1580,4.407172,,,6.257350e-05,0.7789,2460.7,60.0,1138.9,5303.9,65536.0,0,1176.85,2124.75,17.80,2280.0
1590,4.368584,,,6.025401e-05,0.7384,2461.4,60.0,1138.9,5337.3,65536.0,0,1173.88,2126.93,17.63,2280.0
1600,4.385060,,,5.797606e-05,0.7671,2460.9,60.0,1138.9,5370.7,65536.0,0,1176.07,2125.36,17.95,2280.0
1610,4.347950,,,5.574067e-05,0.7510,2461.5,60.0,1138.9,5404.0,65536.0,0,1172.59,2127.98,17.69,2280.0
1620,4.378792,,,5.354880e-05,0.7428,2458.6,60.0,1138.9,5437.4,65536.0,0,1177.85,2126.68,17.68,2280.0
1630,4.405025,,,5.140145e-05,0.7493,2462.3,60.0,1138.9,5470.8,65536.0,0,1172.85,2126.37,17.64,2280.0
1640,4.324640,,,4.929955e-05,0.7520,2460.8,60.0,1138.9,5504.2,65536.0,0,1176.44,2123.88,17.91,2280.0
1650,4.293320,,,4.724400e-05,0.7349,2459.4,60.0,1138.9,5537.5,65536.0,0,1175.20,2127.94,17.68,2280.0
1660,4.439130,,,4.523571e-05,0.7495,2458.5,60.0,1138.9,5570.9,65536.0,0,1174.70,2130.27,17.65,2280.0
1670,4.382275,,,4.327557e-05,0.7518,2459.7,60.0,1138.9,5604.3,65536.0,0,1173.31,2129.61,17.64,2280.0
